City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
384,constitucion,90,MX,1563163454,68,23.99,-104.67,70.0,4.7
385,inverell,60,AU,1563163538,49,-29.78,151.11,55.0,11.99
386,lydenburg,0,ZA,1563163290,89,-25.1,30.46,46.99,3.38
387,kalmunai,100,LK,1563163389,66,7.42,81.82,83.97,3.24
388,pangoa,0,PE,1563163538,82,-12.12,-73.0,68.85,2.35
389,tabou,1,CI,1563163539,87,4.42,-7.36,69.57,1.16
390,viedma,0,AR,1563163445,70,-40.81,-62.99,47.25,10.16
391,honiara,75,SB,1563163539,79,-9.43,159.96,86.0,4.7
392,lenger,0,KZ,1563163539,25,42.18,69.89,89.6,4.47
393,clyde river,75,CA,1563163382,93,70.47,-68.59,37.4,12.75
394,comodoro rivadavia,0,AR,1563163539,61,-45.87,-67.48,46.4,14.99
395,manacapuru,0,BR,1563163275,88,-3.3,-60.62,75.2,2.24
396,novochernorechenskiy,0,RU,1563163539,56,56.27,91.08,65.25,7.49
397,saint-francois,0,FR,1563163539,81,46.42,3.91,54.0,4.7
398,agadez,1,NE,1563163467,78,16.97,7.99,77.0,5.97
399,otradnoye,0,RU,1563163540,71,59.77,30.8,57.0,2.24
400,manado,20,ID,1563163118,49,1.49,124.85,91.4,13.87
401,riberalta,98,BO,1563163540,57,-11.0,-66.08,79.65,0.76
402,lagunas,88,PE,1563163540,96,-5.23,-75.68,72.81,1.9
403,sangar,92,RU,1563163540,45,63.92,127.47,72.45,15.79
404,codrington,0,AU,1563163425,34,-28.95,153.24,66.0,16.11
405,anyama,20,CI,1563163540,94,5.5,-4.06,75.2,3.36
406,jackson,20,US,1563163541,77,43.48,-110.76,62.6,5.82
407,tiznit,0,MA,1563163541,94,29.7,-9.73,67.41,5.32
408,vestmannaeyjar,100,IS,1563163467,96,63.44,-20.27,53.01,21.68
409,librazhd,0,AL,1563163541,93,41.18,20.32,60.8,1.12
410,taoudenni,0,ML,1563163457,24,22.68,-3.98,90.45,3.58
411,adrar,0,DZ,1563163541,9,27.87,-0.29,91.4,3.33
412,lorengau,97,PG,1563163414,81,-2.02,147.27,81.45,7.9
413,dali,92,CN,1563163541,30,34.79,109.94,91.89,12.01
414,egvekinot,100,RU,1563163416,92,66.32,-179.17,49.77,12.15
415,westport,1,US,1563163542,60,41.14,-73.36,79.0,9.17
416,sri aman,75,MY,1563163542,62,1.24,111.46,87.8,6.93
417,mehamn,40,NO,1563163417,81,71.03,27.85,46.4,2.24
418,tanabe,75,JP,1563163542,83,33.73,135.39,78.8,4.7
419,panzhihua,94,CN,1563163542,62,26.59,101.72,79.29,1.16
420,bonfim,0,BR,1563163453,82,-20.33,-44.24,55.4,2.39
421,batouri,95,CM,1563163542,98,4.44,14.36,65.25,2.59
422,jian,100,IN,1563163543,85,25.65,87.89,79.29,3.15
423,albury,40,AU,1563163543,54,-36.08,146.92,55.4,12.75
424,cayenne,91,GF,1563163396,100,4.94,-52.33,75.2,3.09
425,port keats,0,AU,1563163543,25,-14.25,129.55,74.97,17.78
426,tessalit,0,ML,1563163543,33,20.2,1.01,86.13,10.33
427,cockburn town,100,TC,1563163395,78,21.46,-71.14,82.53,20.92
428,onega,100,RU,1563163543,86,63.91,38.09,49.41,4.76
429,roma,0,IT,1563163230,60,41.89,12.48,75.2,4.7
430,nalut,0,LY,1563163543,12,31.86,10.98,90.81,12.37
431,tuatapere,75,NZ,1563163409,77,-46.13,167.69,46.0,3.0
432,matadi,73,CD,1563163544,82,-5.83,13.46,71.37,3.71
433,namwala,69,ZM,1563163544,89,-15.75,26.45,44.01,4.34
434,cavalcante,0,BR,1563163544,50,-13.79,-47.46,60.93,3.6
435,ancud,0,CL,1563163410,100,-41.87,-73.83,39.2,5.82
436,mao,40,DO,1563163544,94,19.55,-71.08,80.6,6.93
437,hualmay,36,PE,1563163466,86,-11.1,-77.61,61.65,17.36
438,otane,33,NZ,1563163544,66,-39.89,176.62,51.01,1.79
439,belmonte,0,PT,1563163445,68,40.36,-7.35,66.99,1.1
440,shirokiy,81,RU,1563163544,89,53.87,39.17,57.0,1.25
441,zhezkazgan,0,KZ,1563163545,26,47.8,67.71,80.6,13.42
442,manaia,4,BR,1563163545,80,-5.02,-39.08,70.65,4.14
443,mubi,100,NG,1563163545,89,10.27,13.26,72.09,8.21
444,zhanaozen,0,KZ,1563163545,55,43.35,52.85,69.57,12.64
445,birao,100,CF,1563163471,88,10.3,22.78,72.45,10.07
446,surt,0,LY,1563163545,56,31.21,16.59,82.89,12.71
447,chapais,1,CA,1563163438,93,49.78,-74.86,53.6,3.36
448,sapozhok,10,RU,1563163546,89,53.94,40.68,57.0,1.52
449,sept-iles,90,CA,1563163546,100,50.2,-66.38,55.4,2.24
450,narsaq,0,GL,1563163546,71,60.91,-46.05,50.0,1.12
451,alekseyevsk,100,RU,1563163546,39,57.84,108.35,76.77,10.94
452,kalemie,28,CD,1563163546,63,-5.95,29.2,66.69,7.43
453,yining,100,CN,1563163546,97,29.04,114.56,72.45,0.25
454,la fleche,0,FR,1563163547,82,47.7,-0.08,57.2,4.7
455,luderitz,0,NA,1563163213,93,-26.65,15.16,48.2,4.7
456,margate,75,AU,1563163547,58,-43.03,147.26,55.99,18.34
457,san cristobal,100,HN,1563163547,78,14.68,-86.92,68.85,5.35
458,watertown,1,US,1563163547,78,44.9,-97.12,80.6,6.93
459,oron,100,NG,1563163547,95,4.81,8.23,73.17,3.67
460,ginir,60,ET,1563163547,95,7.14,40.71,54.81,5.64
461,itoman,20,JP,1563163548,74,26.12,127.67,89.6,9.17
462,grandview,1,US,1563163548,65,38.89,-94.53,81.0,9.57
463,sokolac,40,BA,1563163548,100,43.94,18.8,57.2,0.69
464,lac du bonnet,0,CA,1563163548,77,50.25,-96.06,78.01,2.33
465,ngunguru,16,NZ,1563163548,71,-35.62,174.5,59.0,14.0
466,carutapera,23,BR,1563163548,87,-1.2,-46.02,76.05,5.23
467,vanimo,100,PG,1563163549,69,-2.67,141.3,82.53,4.07
468,vestmanna,90,FO,1563163549,100,62.16,-7.17,53.6,4.7
469,yumen,0,CN,1563163549,13,40.29,97.04,87.21,11.86
470,banting,75,MY,1563163549,78,2.82,101.5,84.99,4.7
471,khandyga,92,RU,1563163549,38,62.65,135.58,84.69,5.32
472,cuddapah,20,IN,1563163549,58,14.47,78.82,87.8,16.11
473,mancheral,30,IN,1563163549,75,18.87,79.43,82.89,11.3
474,sahuaripa,27,MX,1563163550,57,29.05,-109.23,80.73,4.72
475,masakin,0,YE,1563163550,59,15.32,47.68,74.97,8.37
476,skoghall,100,SE,1563163550,100,59.32,13.47,57.99,3.36
477,tilichiki,0,RU,1563163550,56,60.47,166.1,73.17,7.14
478,ixtapa,90,MX,1563163440,100,20.71,-105.21,77.0,6.93
479,bure,96,NG,1563163550,93,10.52,10.33,71.37,2.77
480,panguna,86,PG,1563163550,71,-6.32,155.48,82.53,8.48
481,indianola,1,US,1563163551,60,40.24,-100.42,80.6,8.05
482,kushima,75,JP,1563163551,74,31.5,131.29,82.4,5.82
483,tura,100,RU,1563163333,67,64.27,100.22,68.13,4.59
484,sitka,0,US,1563163395,70,37.17,-99.65,77.0,1.01
485,punto fijo,11,VE,1563163551,79,11.69,-70.21,79.29,32.82
486,balabac,100,PH,1563163551,71,7.99,117.06,83.97,9.22
487,san ramon,5,NI,1563163552,96,12.92,-85.84,65.25,4.36
488,waddan,0,LY,1563163552,30,29.16,16.14,83.25,8.08
489,morgan city,1,US,1563163552,100,29.7,-91.21,81.0,11.41
490,belyy yar,0,RU,1563163395,56,53.6,91.39,71.6,6.71
491,mecca,0,SA,1563163432,37,21.43,39.83,81.09,4.88
492,phan thiet,50,VN,1563163552,52,10.93,108.1,89.01,10.25
493,mantua,40,IT,1563163552,72,45.16,10.79,71.6,5.82
494,bullhead city,1,US,1563163532,8,35.15,-114.57,111.2,6.93
495,olinda,75,AU,1563163462,71,-37.84,145.39,57.0,19.46
496,eenhana,0,NA,1563163553,23,-17.48,16.34,53.6,3.36
497,brejo da madre de deus,47,BR,1563163553,96,-8.14,-36.37,65.25,4.72
498,havelock,1,US,1563163271,83,34.88,-76.9,82.99,3.47
499,kusa,61,RU,1563163553,67,55.34,59.45,68.13,8.63
500,bunia,0,CD,1563163553,97,1.56,30.25,61.29,0.49
501,sardarshahr,0,IN,1563163553,55,28.43,74.48,87.57,22.32
502,ciechanow,0,PL,1563163554,81,52.88,20.62,55.99,1.12
503,soyaux,0,FR,1563163554,82,45.64,0.19,64.99,9.17
504,atocha,0,AR,1563163554,93,-24.82,-65.48,50.0,4.7
505,kurumkan,100,RU,1563163554,45,54.33,110.32,67.05,6.33
506,bayangol,96,MN,1563163554,48,48.91,106.09,78.93,7.45
507,isangel,75,VU,1563163427,74,-19.55,169.27,80.6,9.17
508,umm kaddadah,0,SD,1563163554,61,13.6,26.69,79.29,15.14
509,dubbo,90,AU,1563163554,54,-32.25,148.6,53.6,16.11
510,fillan,75,NO,1563163555,100,63.6,8.98,51.01,10.29
511,duvan,72,RU,1563163555,97,55.69,57.9,65.25,9.73
512,knysna,75,ZA,1563163555,71,-34.04,23.05,53.6,1.12
513,nanga eboko,100,CM,1563163555,99,4.68,12.37,67.77,1.63
514,north bend,1,US,1563163555,93,43.41,-124.22,66.0,4.7
515,kamyshlov,100,RU,1563163556,76,56.85,62.71,71.37,9.06
516,jiaocheng,89,CN,1563163556,67,24.68,116.14,85.41,4.74
517,lodja,10,CD,1563163405,68,-3.52,23.6,71.37,1.12
518,asosa,77,ET,1563163556,94,10.07,34.53,64.89,1.57
519,anadyr,40,RU,1563163556,82,64.73,177.51,55.4,17.9
520,toora-khem,97,RU,1563163464,68,52.47,96.11,59.85,4.27
521,soritor,55,PE,1563163556,96,-6.14,-77.1,49.41,2.15
522,shangrao,100,CN,1563163556,89,28.45,117.97,80.01,0.94
523,belluru,99,IN,1563163557,78,12.98,76.73,73.53,11.83
524,quang ngai,0,VN,1563163557,40,15.12,108.8,95.85,1.16
525,namie,75,JP,1563163557,83,37.52,140.86,75.99,3.36
526,khor,99,RU,1563163557,75,47.88,134.96,74.97,5.39
527,rivera,0,UY,1563163557,91,-30.9,-55.54,44.01,5.99
528,araquari,75,BR,1563163557,88,-26.37,-48.72,64.0,11.41
529,evans,75,US,1563163558,77,40.38,-104.69,77.0,17.22
530,banda aceh,32,ID,1563163558,68,5.56,95.32,82.89,7.09
531,goya,20,AR,1563163558,82,-29.14,-59.27,53.01,5.84
